perl-try-tiny 0.32-2
perl-uri 5.31-1
perl-www-robotrules 6.02-14
perl-xml-parser 2.47-2
perl-xml-writer 0.900-4
phonon-qt6 4.12.0-4
phonon-qt6-vlc 0.12.0-2
pinentry 1.3.1-5
pipewire 1:1.2.7-1
pipewire-alsa 1:1.2.7-1
pipewire-audio 1:1.2.7-1
pipewire-jack 1:1.2.7-1
pipewire-pulse 1:1.2.7-1
pipewire-support 1-16
pipewire-v4l2 1:1.2.7-1
pipewire-x11-bell 1:1.2.7-1
pipewire-zeroconf 1:1.2.7-1
pixman 0.44.2-1
pkcs11-helper 1.30.0-1
pkgconf 2.3.0-1
pkgfile 24-1
plasma-activities 6.3.2-1
plasma-activities-stats 6.3.2-1
plasma-applet-window-buttons 0.14.0-2
plasma-browser-integration 6.3.2-1
plasma-desktop 6.3.2-1
plasma-firewall 6.3.2-1
plasma-integration 6.3.2-1
plasma-nm 6.3.2-1
plasma-pa 6.3.2-1
plasma-systemmonitor 6.3.2-1
plasma-thunderbolt 6.3.2-1
plasma-workspace 6.3.2-1
plasma5support 6.3.2-1
plasma6-applets-panel-colorizer 2.3.1-1
plasma6-applets-window-title 0.9.0-1
plasma6-wallpapers-blurredwallpaper 3.2.0-2
plocate 1.1.23-1
polkit 126-2
polkit-kde-agent 6.3.2-1
polkit-qt5 0.200.0-1
polkit-qt6 0.200.0-1
poppler 25.02.0-2
poppler-data 0.4.12-2
poppler-qt6 25.02.0-2
popt 1.19-2
portaudio 1:19.7.0-3
power-profiles-daemon 0.30-1
powerdevil 6.3.2-1
powertop 2.15-2
ppp 2.5.2-1
pptpclient 1.10.0-3
prison 6.11.0-1
procps-ng 4.0.5-2
profile-sync-daemon 1:6.50-1
protobuf 29.2-1
protobuf-c 1.5.0-10
psmisc 23.7-1
pulse-native-provider 1:1.2.7-1
pulseaudio-qt 1.7.0-1
purpose 6.11.0-1
python 3.13.2-1
python-autocommand 2.2.2-7
python-cairo 1.27.0-2
python-capng 0.8.5-3
python-charset-normalizer 3.4.1-1
python-contourpy 1.3.1-2
python-cycler 0.12.1-3
python-dateutil 2.9.0-6
python-dbus 1.3.2-5
python-fonttools 4.56.0-1
python-gobject 3.50.0-2
python-idna 3.10-2
python-injector 0.21.0-1.2
python-jaraco.collections 5.1.0-1
python-jaraco.context 6.0.1-1
python-jaraco.functools 4.1.0-1
python-jaraco.text 4.0.0-2
python-kiwisolver 1.4.5-5
python-mako 1.3.9-1
python-markdown 3.7-2
python-markupsafe 2.1.5-3
python-matplotlib 3.10.0-1
python-more-itertools 10.6.0-1
python-numpy 2.2.3-1
python-packaging 24.2-3
python-peewee 3.17.9-1
python-pillow 11.1.0-1
python-platformdirs 4.3.6-2
python-py3nvml 0.2.7-1.5
python-pyparsing 3.1.2-3
python-pyqt5 5.15.11-2
python-pyqt5-sip 12.17.0-1
python-pyxdg 0.28-4
python-reactivex 4.0.4-7
python-requests 2.32.3-4
python-setuptools 1:75.8.0-1
python-six 1.17.0-1
python-typing_extensions 4.12.2-3
python-urllib3 2.3.0-1
python-wheel 0.45.0-3
python-xlib 0.33-4
qca-qt5 2.3.9-4
qca-qt6 2.3.9-4
qcoro 0.11.0-1
qhull 2020.2-5
qqc2-breeze-style 6.3.2-1
qqc2-desktop-style 6.11.0-1
qrencode 4.1.1-3
qt-sudo 2.0.1-1.3
qt5-base 5.15.16+kde+r130-4
qt5-declarative 5.15.16+kde+r22-3
qt5-multimedia 5.15.16+kde+r2-3
qt5-speech 5.15.16+kde+r1-3
qt5-svg 5.15.16+kde+r5-3
qt5-tools 5.15.16+kde+r3-6
qt5-translations 5.15.16-3
qt5-wayland 5.15.16+kde+r59-3
qt5-x11extras 5.15.16-3
qt6-5compat 6.8.2-2
qt6-base 6.8.2-3
qt6-connectivity 6.8.2-1
qt6-declarative 6.8.2-1
qt6-imageformats 6.8.2-1
qt6-multimedia 6.8.2-1
qt6-multimedia-ffmpeg 6.8.2-1
qt6-positioning 6.8.2-1
qt6-quick3d 6.8.2-1
qt6-quicktimeline 6.8.2-1
qt6-sensors 6.8.2-1
qt6-shadertools 6.8.2-1
qt6-speech 6.8.2-1
qt6-svg 6.8.2-1
qt6-tools 6.8.2-2
qt6-translations 6.8.2-1
qt6-virtualkeyboard 6.8.2-1
qt6-wayland 6.8.2-1
qt6-webchannel 6.8.2-1
qt6-webengine 6.8.2-3
qt6-websockets 6.8.2-1
qtermwidget 2.1.0-2
quota-tools 1:4.09-2
raptor 2.0.16-6
rate-mirrors 0.19.1-4
rav1e 0.7.1-1
re2 1:20240702-2
readline 8.2.013-1
realtime-privileges 4-3
resvg 0.45.0-2
rhash 1.4.4-1
ripgrep 14.1.1-1
ripgrep-all 0.10.6-3
rp-pppoe 4.0-4
rpcbind 1.2.7-2
rsync 3.4.1-2
rtkit 0.13-3
rtmpdump 1:2.4.r105.6f6bb13-1
rubberband 4.0.0-1
sbc 2.0-2
sddm 0.21.0-6
sddm-kcm 6.3.2-1
sdl2-compat 2.32.52-1
sdl3 3.2.8-1
sed 4.9-3
serd 0.32.4-1
shaderc 2024.4-1
shadow 4.17.3-1
shared-mime-info 2.4-1
signon-kwallet-extension 24.12.3-1
signon-plugin-oauth2 0.25-3
signon-ui 0.17+20231016-3
signond 8.61-3
slang 2.3.3-3
smartmontools 7.4-2
smbclient 2:4.21.4-1
snap-pac 3.0.1-3
snapper 0.12.1-2
snapper-support 1.1.2-3
snapper-tools 1.3.1-1.6
snappy 1.2.1-2
socat 1.8.0.3-1
sof-firmware 2025.01-1
solid 6.11.0-1
solid5 5.116.0-1
sonnet 6.11.0-1
sonnet5 5.116.0-1
sord 0.16.18-1
sound-theme-freedesktop 0.8-6
soundtouch 2.3.3-1
spandsp 0.0.6-5
spectacle 1:6.3.2.1-1
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 1:1.4.304.1-2
sqlite 3.49.1-1
sratom 0.6.18-1
srt 1.5.4-1
sshfs 3.7.3-2
sstp-client 1:1.0.19-4
starship 1.22.1-1
stoken 0.92-4
strongswan 6.0.0-2
sudo 1.9.16.p2-2
svt-av1 2.3.0-1
svt-hevc 1.5.1-3
syndication 6.11.0-1
syntax-highlighting 6.11.0-1
systemd 257.4-1
systemd-libs 257.4-1
systemd-oomd-defaults 253.5-2
systemd-sysvcompat 257.4-1
systemsettings 6.3.2-1
taglib 2.0.2-1
talloc 2.4.3-1
tar 1.35-2
tcl 8.6.16-1
tdb 1.4.13-1
tealdeer 1.7.1-1
tela-circle-icon-theme-dracula 2025_02_10-1
terminus-font 4.49.1-7
tevent 1:0.16.2-1
texinfo 7.2-1
thin-provisioning-tools 1.1.0-1
threadweaver 6.11.0-1
tinysparql 3.8.2-3
tpm2-tss 4.1.3-1
traceroute 2.1.6-1
tslib 1.23-1
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-fantasque-sans-mono 1.8.0-3
ttf-fira-sans 1:4.301-2
ttf-hack 3.003-7
ttf-jetbrains-mono-nerd 3.3.0-1
ttf-liberation 2.1.5-2
ttf-opensans 3.003-1
twolame 0.4.0-4
tzdata 2025a-1
udisks2 2.10.1-5
ugrep 7.3.0-1
unace 2.5-11
unarchiver 1.10.8-4
unarj 2.65-1
unixodbc 2.3.12-3
unrar 1:7.1.5-1
unzip 6.0-22
update-grub 0.0.1-8
upower 1.90.7-1
usb_modeswitch 2.6.2-1
usbutils 018-1
util-linux 2.40.4-1
util-linux-libs 2.40.4-1
v4l-utils 1.28.1-2
vapoursynth R70-2
vdpauinfo 1.5-2
verdict 1.4.2-1
vi 1:070224-6
vid.stab 1.1.1-2
vlc 3.0.21-13
vmaf 3.0.0-1
volume_key 0.3.12-10
vpnc 1:0.5.3.r539.r239-1
vulkan-headers 1:1.4.304.1-2
vulkan-icd-loader 1.4.304.1-1
vulkan-intel 1:24.3.4-1
vulkan-mesa-layers 1:24.3.4-1
vulkan-radeon 1:24.3.4-1
vulkan-swrast 1:24.3.4-1
vulkan-tools 1.4.304.1-1
warp-terminal v0.2025.06.18.08.11.stable_03-1
wavpack 5.8.1-1
wayland 1.23.1-1
wayland-utils 1.2.0-2
webkit2gtk-4.1 2.46.6-2
webrtc-audio-processing-1 1.3-4
wget 1.25.0-1
which 2.23-1
whois 5.5.23-1
wildmidi 0.4.6-1
wireguard-tools 1.0.20210914-2
wireless-regdb 2025.02.20-1
wireless_tools 30.pre9-4
wireplumber 0.5.8-1
woff2 1.0.2-5
wpa_supplicant 2:2.11-3
wqy-zenhei 0.9.45-10
x264 3:0.164.r3108.31e19f9-2
x265 4.0-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.0-1
xdg-desktop-portal-gtk 1.15.2-1
xdg-desktop-portal-kde 6.3.2-1
xdg-user-dirs 0.18-2
xdg-utils 1.2.1-1
xdotool 3.20211022.1-2
xf86-input-elographics 1.4.4-1
xf86-input-evdev 2.11.0-1
xf86-input-libinput 1.5.0-1
xf86-input-void 1.4.2-2
xf86-input-wacom 1.2.3-1
xf86-video-amdgpu 23.0.0-2
xf86-video-ati 1:22.0.0-2
xf86-video-nouveau 1.0.18-1
xfsprogs 6.13.0-1
xkeyboard-config 2.44-1
xl2tpd 1.3.18-2
xmlsec 1.3.7-1
xorg-bdftopcf 1.1.2-1
xorg-fonts-encodings 1.1.0-1
xorg-iceauth 1.0.10-1
xorg-mkfontscale 1.2.3-1
xorg-server 21.1.18-1
xorg-server-common 21.1.16-1
xorg-sessreg 1.1.4-1
xorg-setxkbmap 1.3.4-2
xorg-smproxy 1.0.8-1
xorg-x11perf 1.7.0-1
xorg-xauth 1.1.4-1
xorg-xbacklight 1.2.4-1
xorg-xcmsdb 1.0.7-1
xorg-xcursorgen 1.0.9-1
xorg-xdpyinfo 1.3.4-2
xorg-xdriinfo 1.0.7-2
xorg-xev 1.2.6-1
xorg-xgamma 1.0.7-2
xorg-xhost 1.0.10-1
xorg-xinit 1.4.4-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xkbevd 1.1.6-1
xorg-xkbprint 1.0.7-1
xorg-xkbutils 1.0.6-1
xorg-xkill 1.0.6-2
xorg-xlsatoms 1.1.4-2
xorg-xlsclients 1.1.5-2
xorg-xmessage 1.0.7-1
xorg-xmodmap 1.0.11-2
xorg-xpr 1.2.0-1
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xrefresh 1.1.0-1
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
xorg-xvinfo 1.1.5-2
xorg-xwayland 24.1.6-1
xorg-xwd 1.0.9-2
xorg-xwininfo 1.1.6-2
xorg-xwud 1.0.7-1
xorgproto 2024.1-2
xsel 1.2.1-2
xsettingsd 1.0.2-2
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.6.4-1
yad 14.1-2
yyjson 0.10.0-1
zbar 0.23.93-4
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.6.2-1
zlib 1:1.3.1-2
zram-generator 1.2.1-1
zstd 1.5.7-2
zvbi 0.2.43-1
zxing-cpp 2.3.0-4
